"name","pg_appear","g_num_prof","g_own_prof","g_addr_ph_ex","g_addr_ph_correct","g_missing_info","g_rating","g_num_ratings","g_pos_ratings","g_neut_ratings","g_neg_ratings","g_num_reviews","g_pos_reviews","g_neut_reviews","g_neg_reviews","g_neg_addressed","y_num_prof","y_own_prof","y_addr_ph_ex","y_addr_ph_correct","y_missing_info","y_rating","y_num_ratings","y_pos_ratings","y_neut_ratings","y_neg_ratings","y_neg_addressed","r_num_prof","r_own_prof","r_addr_ph_ex","r_addr_ph_correct","r_missing_info","r_rating","r_num_ratings","r_pos_ratings","r_neut_ratings","r_neg_ratings","r_num_reviews","r_pos_reviews","r_neut_reviews","r_neg_reviews","r_neg_addressed","v_num_prof","v_own_prof","v_addr_ph_ex","v_addr_ph_correct","v_missing_info","v_rating","v_num_ratings","v_pos_ratings","v_neut_ratings","v_neg_ratings","v_num_reviews","v_pos_reviews","v_neut_reviews","v_neg_reviews","v_neg_addressed","h_num_prof","h_own_prof","h_addr_ph_ex","h_addr_ph_correct","h_missing_info","h_rating","h_num_ratings","h_pos_ratings","h_neut_ratings","h_neg_ratings","h_num_reviews","h_pos_reviews","h_neut_reviews","h_neg_reviews","h_neg_addressed","f_num_prof","f_own_prof","f_addr_ph_ex","f_addr_ph_correct","f_missing_info","f_rating","f_num_ratings","f_pos_ratings","f_neut_ratings","f_neg_ratings","f_num_reviews","f_pos_reviews","f_neut_reviews","f_neg_reviews","f_neg_addressed"
"jones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
